,week,product_analytic_sub_category,gmv,sla,product_mrp,product_procurement_sla,sla_diff,discount_percentage,gmv_per_unit,order_payment_type_Prepaid,special_sales,NPS,Stock Index,Total Investment,TV,Digital,Sponsorship,Content Marketing,Online marketing,Affiliates,SEM,Radio,Other,pay_day,TV_adstock,Digital_adstock,Sponsorship_adstock,content_marketing_adstock,online_marketing_adstock,affiliates_adstock,SEM_adstock,Radio_adstock,Other_adstock,Mean Temp (°C),Heat Deg Days (°C),Total Rain (mm),Total Snow (cm),Snow on Grnd (cm)
89,32,HomeAudio,1374374.0,6.658031088082901,1747.0690846286702,1.9525043177892918,4.70552677029361,32.10232254291749,1180.3514680483593,221.0,1,50.3274064990817,1222.0,48.05200000000121,0.17392507346442931,0.12863766010464903,0.7886164196430946,0.04013655541486781,1.3378851804955647,0.434812683661054,0.32778186922142155,0.0,0.0,1,1.4169688062453105,0.16742646329374103,1.232445387687458,0.1010831956064504,3.6410345488214704,0.4898878175706889,0.39851620804082055,0.17297671782034213,0.20242972978558837,3.2000000000000006,14.799999999999999,2.65,0.0,0.0
92,33,HomeAudio,1192557.0,6.729026036644166,1747.2864030858245,2.1793635486981677,4.549662487945998,34.239516336023314,1145.443587270974,183.0,1,50.32740649908146,1222.0,48.05200000000096,0.17392507346442904,0.12863766010464794,0.7886164196430983,0.040136555414867756,1.3378851804955716,0.4348126836610544,0.32778186922141944,0.0,0.0,0,1.3075001184606776,0.21235089175151844,1.4048391134868272,0.09067815321809296,3.522505909788454,0.4838014654181233,0.40748511082958355,0.08648835891017106,0.02024297297855884,-7.266666666666667,25.266666666666666,0.0,2.6666666666666665,2.0
95,34,HomeAudio,1427027.0,6.686224489795919,1814.7755102040817,2.136904761904762,4.549319727891157,34.0413048565202,1202.983843537415,215.0,1,50.32740649908173,1222.0,48.052000000001236,0.17392507346442934,0.12863766010464917,0.788616419643094,0.04013655541486782,1.3378851804955638,0.43481268366105397,0.32778186922142183,0.0,0.0,1,1.2199251682329715,0.2348131059804084,1.4910359763865078,0.0854756320239143,3.451388726368636,0.4831928302028663,0.40927889138733853,0.04324417945508553,0.002024297297855884,5.166666666666667,12.833333333333334,0.0,0.0,1.3333333333333333
98,35,HomeAudio,1515281.0,6.785411365564038,1916.7871077184054,2.1509754028838,4.634435962680238,33.119327420007416,1280.559796437659,211.0,0,50.32740649908174,1222.0,48.05200000000124,0.17392507346442934,0.1286376601046492,0.7886164196430939,0.04013655541486782,1.3378851804955636,0.434812683661054,0.32778186922142183,0.0,0.0,0,1.1498652080508065,0.2460442130948534,1.5341344078363477,0.08287437142682497,3.408718416316745,0.4831319666813407,0.40963764749888953,0.021622089727542766,0.00020242972978558842,-0.65,18.65,12.7,3.0,3.0
101,36,HomeAudio,1448342.0,6.635986733001658,1786.0364842454394,2.160033167495854,4.4759535655058045,32.786737968425285,1198.7014925373135,236.0,0,49.203683647014536,1044.0074626865671,92.74155922233822,0.5622047762196587,0.13947231745108707,2.5157196165295392,0.027022067489305367,1.2537666061360544,0.42050794489484,0.3462857057332612,0.05031333402465567,0.9221534897420163,1,1.482096942660304,0.26249442399851375,3.282786820447713,0.06845925320271785,3.2989976559261014,0.46882114156297405,0.4282132352330391,0.06112437888842705,0.9221737327149948,2.1999999999999997,15.799999999999999,0.75,1.75,2.0
104,37,HomeAudio,1469342.0,6.6558177379983725,1802.458909682669,2.1236777868185515,4.532139951179821,34.39084734205496,1192.13425549227,299.0,1,49.02055041461416,1015.0,100.02462142925744,0.6254827605645322,0.14123804270812443,2.797185807728966,0.024884798000954556,1.2400577931497836,0.4181767001007309,0.34930127793239335,0.05851290340765106,1.0724369417828918,0,1.8111603146927755,0.2724852547073813,4.438579217952823,0.05911442460231348,3.2194563867054447,0.4650588142570283,0.4349439249790012,0.08907509285186457,1.1646543150543913,10.166666666666666,7.833333333333333,9.0,0.0,0.0
107,38,HomeAudio,1283850.0,6.622676579925651,1793.7871747211896,2.2230483271375463,4.399628252788104,34.12554990658023,1191.2128252788104,223.0,0,49.02055041461415,1015.0,100.02462142925756,0.6254827605645334,0.1412380427081244,2.797185807728966,0.024884798000954587,1.240057793149775,0.41817670010073094,0.34930127793239274,0.058512903407651674,1.0724369417829014,1,2.074411012318754,0.27748067006181504,5.0164754167053776,0.05444201030211133,3.1717316251730416,0.46468258152643377,0.436290062928193,0.10305044983358397,1.1889023732883406,8.9,9.1,0.3333333333333333,0.0,0.0
110,39,HomeAudio,1145983.0,6.472906403940887,1752.5408866995074,2.2679802955665025,4.2049261083743845,35.482329494460444,1126.857142857143,321.0,0,49.02055041461414,1015.0,100.02462142925764,0.6254827605645341,0.1412380427081244,2.797185807728966,0.024884798000954604,1.2400577931497707,0.418176700100731,0.34930127793239246,0.05851290340765159,1.0724369417829058,0,2.2850115704195373,0.2799783777390319,5.305423516081655,0.05210580315201027,3.1430967682535957,0.4646449582533744,0.43655929051803105,0.11003812832444357,1.19132717911174,5.720000000000001,12.280000000000001,12.8,0.0,0.0
113,40,HomeAudio,980578.0,6.040229885057471,1780.03908045977,2.197701149425287,3.842528735632184,36.26087394875376,1120.26091954023,478.0,0,50.101427762317094,1102.4080459770114,83.39923370887608,0.5194375541200645,0.10943311224514005,2.3496342610142955,0.01620591393412419,1.1902488940066565,0.4046009476170168,0.32408660338764944,0.03598207278516431,0.6594870848894776,1,2.3474468104556943,0.249422301114656,5.002346019055123,0.042258815510129326,3.0761069549588136,0.4510654434423543,0.41139846149125564,0.0910011369473861,0.7786198028006516,6.871428571428571,11.12857142857143,2.8285714285714283,0.5428571428571428,0.0
116,41,HomeAudio,888232.0,6.31704260651629,1794.7368421052631,2.2794486215538847,4.037593984962406,36.91420217377611,1113.0726817042607,769.0,0,51.827605019095095,1242.0,56.84824137931004,0.35008177666397555,0.05864016359530609,1.6348877610371293,0.0023456065438121655,1.1107033386586842,0.38292026827734166,0.28381839180127616,0.0,0.0,0,2.2280392250285312,0.1833513141526341,4.136060770564691,0.02347501429887683,2.9563675116339723,0.4280268126215771,0.36609808409952727,0.04550056847369305,0.07786198028006516,1.25,16.75,2.35,0.55,0.0
119,42,HomeAudio,659773.0,6.250853242320819,1798.730375426621,2.1109215017064846,4.139931740614334,37.80663480227026,1106.382252559727,562.0,0,51.82760501909434,1242.0,56.84824137931008,0.3500817766639757,0.05864016359530588,1.6348877610371275,0.0023456065438121868,1.1107033386586753,0.3829202682773391,0.28381839180127616,0.0,0.0,1,2.1325131566868007,0.1503158206716229,3.702918146319473,0.0140831136932506,2.884523845639059,0.4257229495394968,0.3570380086211816,0.022750284236846524,0.007786198028006517,9.919999999999998,8.080000000000002,0.0,0.0,0.0
122,43,HomeAudio,279103.0,5.42570281124498,1790.9678714859438,2.21285140562249,3.21285140562249,37.597471696127705,1113.3574297188754,230.0,0,51.82760501909434,1242.0,56.84824137931031,0.350081776663971,0.058640163595305,1.6348877610371177,0.0023456065438122167,1.110703338658678,0.38292026827734466,0.2838183918012764,0.0,0.0,0,2.0560923020134116,0.13379807393111645,3.486346834196854,0.009387163390437516,2.841417646042113,0.42549256323129436,0.3552259935255127,0.011375142118423262,0.0007786198028006517,12.625,5.375,0.0,0.0,0.0
125,44,HomeAudio,1442296.0,6.714495952906549,1761.5459896983075,2.227373068432671,4.4871228844738775,40.09862909336091,1056.944076526858,774.0,0,51.451715483717855,1240.8359087564386,58.61173639339244,0.32863416314887767,0.05807035080399137,1.6761123060857182,0.006568497198602989,1.1506072263112237,0.38910840814024034,0.29886194501384106,0.006151543049377961,0.02788885926113441,1,1.973508004759607,0.1249693877695496,3.419285723184145,0.011262078893821748,2.8554578139364915,0.4316576644633698,0.3699071437189436,0.011839114108589592,0.027966721241414475,10.433333333333334,7.566666666666666,5.266666666666667,0.0,0.0
128,45,HomeAudio,843533.0,6.175757575757576,1680.9418181818182,2.2133333333333334,3.9624242424242424,38.27602020004272,1018.44,164.0,0,47.30695122636022,1228.0,78.05700000000058,0.09214100881434695,0.05178728232631153,2.1306767585683044,0.0531324065425805,1.590609385736727,0.4573422335310656,0.46474041672053457,0.07398183189473252,0.3354067233263939,0,1.6709474126220325,0.11427197621108634,3.840319620160377,0.058763445989491375,3.3038840740986215,0.5005079999774026,0.5387218454643233,0.07990138894902732,0.33820339545053535,11.919999999999998,6.08,2.1599999999999997,0.0,0.0
131,46,HomeAudio,779767.0,6.100522193211488,1733.2819843342036,2.2989556135770237,3.8015665796344646,41.525903431714156,1011.7036553524804,148.0,0,47.30695122636016,1228.0,78.05700000000057,0.09214100881434659,0.051787282326311725,2.130676758568299,0.053132406542580495,1.5906093857367214,0.45734223353106673,0.46474041672053484,0.07398183189473238,0.3354067233263934,1,1.4288989389119726,0.1089232704318549,4.050836568648488,0.08251412953732618,3.572939830195894,0.507393033528807,0.5724847858133995,0.11393252636924604,0.3692270628714469,12.849999999999998,5.225,4.25,0.0,0.0
134,47,HomeAudio,723558.0,5.985611510791367,1730.2402877697841,2.2805755395683454,3.7050359712230216,40.105607964007355,1036.4503597122302,148.0,0,47.30695122636008,1228.0,78.05700000000056,0.09214100881434606,0.051787282326312,2.130676758568292,0.053132406542580474,1.5906093857367136,0.45734223353106834,0.46474041672053523,0.07398183189473219,0.33540672332639265,0,1.2352601599439241,0.10624891754223945,4.156095042892536,0.09438947131124356,3.73437328385425,0.5080815368839491,0.5792373738832152,0.1309480950793552,0.3723294296135373,12.4,5.6,0.3,0.0,0.0
137,48,HomeAudio,1066968.0,5.360400444938821,1779.4338153503893,2.2380422691879867,3.122358175750834,35.01094910610097,1172.162402669633,188.0,1,47.30695122636028,1228.0,78.05700000000058,0.09214100881434734,0.05178728232631132,2.1306767585683097,0.053132406542580515,1.5906093857367327,0.4573422335310644,0.46474041672053423,0.0739818318947324,0.33540672332639443,0,1.0803491367694866,0.10491174109743104,4.208724280014578,0.1003271421982023,3.8312333560492826,0.5081503872194593,0.5805878914971773,0.13945587943441,0.37263966628774814,23.149999999999995,0.0,0.3666666666666667,0.0,0.0
140,49,HomeAudio,741266.0,6.045741324921136,1724.55047318612,2.165615141955836,3.8801261829652995,32.54605168595879,1167.4053627760252,127.0,0,49.77753652938899,1201.8296529968454,50.945456806864584,0.10729443129966157,0.08547597424970972,1.7873781339117676,0.0145692806738665,0.7789514974069766,0.24861409533263795,0.3004031326359685,0.017036825641373442,0.0772387722486631,1,0.9715737407152509,0.13793184479842524,3.8917402739190567,0.06473285177296764,3.077691511036546,0.2994291340545839,0.416520710935404,0.08676476535857845,0.11450273887743792,21.433333333333334,0.0,4.2,0.0,0.0
143,50,HomeAudio,951583.0,6.280981595092024,1723.4453987730062,2.132515337423313,4.148466257668711,30.881633497951928,1161.6282208588957,168.0,0,50.516687050376675,1194.0,42.834216425311695,0.11182803720715148,0.09555496814482475,1.684669938830131,0.003031952032817433,0.5361194242591566,0.18616674251097423,0.2512366501024683,0.0,0.0,0,0.8890870297793523,0.16452089054403737,3.6305400757896593,0.035398377919301255,2.382734330881084,0.2161096559164326,0.33454079228954914,0.043382382679289226,0.011450273887743792,20.7,0.5666666666666668,0.0,0.0,0.0
146,51,HomeAudio,888152.0,5.734525447042641,1737.946354883081,2.1623108665749657,3.5722145804676755,29.8526927137601,1209.1031636863825,159.0,0,50.51668705037694,1194.0,42.834216425311695,0.11182803720715205,0.09555496814482477,1.6846699388301212,0.0030319520328174277,0.5361194242591585,0.18616674251097387,0.2512366501024681,0.0,0.0,1,0.823097661030634,0.17781541341684345,3.499939976724951,0.020731140992468054,1.965760022787809,0.20777770810261714,0.3181448085603779,0.021691191339644613,0.0011450273887743793,21.3,0.425,1.1,0.0,0.0
