,week,product_analytic_sub_category,gmv,sla,product_mrp,product_procurement_sla,sla_diff,discount_percentage,gmv_per_unit,order_payment_type_Prepaid,special_sales,NPS,Stock Index,Total Investment,TV,Digital,Sponsorship,Content Marketing,Online marketing,Affiliates,SEM,Radio,Other,pay_day,TV_adstock,Digital_adstock,Sponsorship_adstock,content_marketing_adstock,online_marketing_adstock,affiliates_adstock,SEM_adstock,Radio_adstock,Other_adstock,Mean Temp (°C),Heat Deg Days (°C),Total Rain (mm),Total Snow (cm),Snow on Grnd (cm)
108,39,CameraAccessory,1617127.0,5.604429492570787,1090.7521726941407,2.062797869358004,3.541631623212784,52.918121291505074,447.95093916456403,1042.0,0,49.02055041461058,1015.0,100.02462142926603,0.6823036464881689,0.15406856533604615,3.0512912534886385,0.027145413892540656,1.3527086715522327,0.45616523003382936,0.3810329407658585,0.06382840563921427,1.169860597511275,0,2.4861286321271194,0.30536869848334025,5.780236067970595,0.056893841176908835,3.42923026402336,0.5068552910135761,0.4762128361639526,0.11982424503566448,1.2995205701311348,5.720000000000001,12.280000000000001,12.8,0.0,0.0
111,40,CameraAccessory,1843524.0033060857,5.568459657701712,1092.0303178484107,2.07799511002445,3.4904645476772616,53.87535481084745,444.72102716431016,2143.0,0,50.44741264510482,1130.387041564792,78.07750795154804,0.5295966213260735,0.10826888726165881,2.406808889815969,0.014647663055811257,1.2809829512697004,0.4366158996526145,0.34472335102336177,0.031383599936542945,0.5752052962335753,1,2.5184995270277692,0.2609532365033289,5.296926923801267,0.043094583644265674,3.3385211096837164,0.4873014287539721,0.4399659182561523,0.09129572245437519,0.7051573532466888,6.871428571428571,11.12857142857143,2.8285714285714283,0.5428571428571428,0.0
114,41,CameraAccessory,1879317.0,5.890228894905243,1230.0031996062023,2.032734432685208,3.8574944622200347,57.04347027527073,457.4341619492985,3893.0,0,51.827605019092395,1242.0,56.84824137930994,0.3818843425377305,0.0639672265557409,1.7834062763740313,0.0025586890622294805,1.211603238192212,0.41770598940894194,0.30960137652975717,0.0,0.0,0,2.396683964159946,0.19444384480740534,4.431869738274664,0.02410598088436232,3.214715904002442,0.46643613228433917,0.3975945601809876,0.04564786122718759,0.07051573532466889,1.25,16.75,2.35,0.55,0.0
117,42,CameraAccessory,1395482.0,5.676268002504696,1159.5463368816531,2.0225422667501567,3.6537257357545396,56.97026041001489,430.28083907326237,3074.0,0,51.82760501909286,1242.0,56.84824137930995,0.3818843425377497,0.06396722655573939,1.783406276374018,0.0025586890622293387,1.211603238192282,0.41770598940895687,0.3096013765297423,0.0,0.0,1,2.2992315138657067,0.16118914895944206,3.99934114551135,0.014611679504410498,3.140432780593747,0.4643496026373908,0.38912028856593983,0.022823930613593797,0.0070515735324668885,9.919999999999998,8.080000000000002,0.0,0.0,0.0
120,43,CameraAccessory,771785.0,4.855861244019139,1167.8498803827752,2.0041866028708135,2.851674641148325,55.68686848434736,456.9055023923445,1560.0,0,51.827605019094825,1242.0,56.848241379309975,0.3818843425377628,0.06396722655573571,1.7834062763739615,0.0025586890622295083,1.2116032381922563,0.41770598940896747,0.309601376529769,0.0,0.0,0,2.221269553630328,0.14456180103545674,3.7830768491296363,0.009864528814434757,3.0958629065485046,0.4641409496727066,0.38742543424295695,0.011411965306796898,0.0007051573532466889,12.625,5.375,0.0,0.0,0.0
123,44,CameraAccessory,2892142.0,6.218725536245499,1229.7180209801159,2.0491623610458745,4.169563175199624,58.329361223379934,446.83388132143415,3343.0,0,51.45672313598817,1240.8514169406608,58.58824286940336,0.3588000426693287,0.06335393084644123,1.8277767029098582,0.0071038322371631615,1.2545522267981897,0.42436635169693915,0.32579291659090803,0.006620972739246606,0.03001708277329414,1,2.1358156855735912,0.1356348313641696,3.719315127474676,0.01203609664438054,3.1120699707272923,0.4707804466642098,0.40327800343949943,0.012326955392645056,0.03008759850861881,10.433333333333334,7.566666666666666,5.266666666666667,0.0,0.0
126,45,CameraAccessory,1868718.0,5.822459893048128,1192.157219251337,1.9390374331550801,3.883422459893048,61.717306241725225,395.1490909090909,760.0,0,47.30695122635492,1228.0,78.05699999999247,0.10051139738589818,0.05649180728988603,2.3242343570692756,0.057959126959753145,1.7351055096178216,0.4988886877547832,0.5069589459390416,0.08070258184268686,0.36587615968136816,0,1.8091639458447712,0.12430922297197083,4.183891920806614,0.06397717528194341,3.602347492054197,0.5459667324212042,0.5876145466269415,0.08686605953900939,0.36888491953223007,11.919999999999998,6.08,2.1599999999999997,0.0,0.0
129,46,CameraAccessory,1815196.0,5.76129911424029,1184.9775153304565,1.9502611855553031,3.8110379286849874,61.036118850387666,406.99477628889395,786.0,0,47.306951226355444,1228.0,78.05699999999376,0.100511397385898,0.05649180728988593,2.324234357069284,0.05795912695975281,1.7351055096178214,0.4988886877547716,0.5069589459390438,0.08070258184268776,0.36587615968136494,1,1.5478425540617151,0.11864641877587134,4.416180317472591,0.08994771460072451,3.8965140048503395,0.5534853609968919,0.6244818552644321,0.12413561161219246,0.40276465163458797,12.849999999999998,5.225,4.25,0.0,0.0
132,47,CameraAccessory,1675126.0,5.5300771208226225,1166.6984575835475,2.0210796915167095,3.5089974293059125,58.87324931597465,424.6064267352185,692.0,0,47.30695122635663,1228.0,78.05699999999669,0.10051139738589758,0.056491807289885704,2.3242343570693023,0.057959126959752055,1.735105509617821,0.498888687754758,0.506958945939049,0.08070258184268979,0.3658761596813576,0,1.3387854406352697,0.11581501667782138,4.532324515805598,0.10293298426011431,4.073013912528024,0.5542372238544472,0.6318553169919354,0.14277038764878602,0.4061526248448164,12.4,5.6,0.3,0.0,0.0
135,48,CameraAccessory,3070014.0,5.635523047198454,1157.863924924096,1.9768147943693073,3.6587082528291472,59.70428865629653,416.70245652773946,1471.0,1,47.30695122635875,1228.0,78.05699999998932,0.10051139738588233,0.05649180728988661,2.3242343570692787,0.057959126959755074,1.7351055096175056,0.49888868775484957,0.5069589459390283,0.08070258184268878,0.3658761596813349,0,1.171539749894098,0.1143993156287973,4.590396614972078,0.10942561908981223,4.1789138571343205,0.5543124101402943,0.6333300093374155,0.1520877756670818,0.4064914221658166,23.149999999999995,0.0,0.3666666666666667,0.0,0.0
138,49,CameraAccessory,1630654.0,6.017765879776102,1100.223898758822,2.0365052324166464,3.9812606473594547,59.43960845380648,390.5979557069847,685.0,0,49.64258279457701,1203.2591871501581,52.42640304494592,0.11613846757397554,0.091233500378791,1.9702053112760924,0.01819064065205832,0.8980777819261913,0.28363637303752554,0.337485001990349,0.02197765614065869,0.09963870106679018,1,1.053370267489254,0.14843315819318964,4.265403618762131,0.07290345019696444,3.4054260962067833,0.33906761405155494,0.46415100385783203,0.09802154397419958,0.14028784328337185,21.433333333333334,0.0,4.2,0.0,0.0
141,50,CameraAccessory,1699946.0,5.669716162327,1129.6272577996715,2.00586441473141,3.66385174759559,60.844110690779175,391.83345062162795,677.0,0,50.516687050374884,1194.0,42.83421642531174,0.12198685939352594,0.10423549187260031,1.837710828920761,0.0033073844051294617,0.5848222544055184,0.20307873418513608,0.27405980356943754,0.0,0.0,0,0.9646830733849292,0.17845207096919513,3.970412638301827,0.03975910950361168,2.628077912129588,0.23698549559029158,0.36689000434100394,0.04901077198709979,0.014028784328337186,20.7,0.5666666666666668,0.0,0.0,0.0
