,week,product_analytic_sub_category,gmv,sla,product_mrp,product_procurement_sla,sla_diff,discount_percentage,gmv_per_unit,order_payment_type_Prepaid,special_sales,NPS,Stock Index,Total Investment,TV,Digital,Sponsorship,Content Marketing,Online marketing,Affiliates,SEM,Radio,Other,pay_day,TV_adstock,Digital_adstock,Sponsorship_adstock,content_marketing_adstock,online_marketing_adstock,affiliates_adstock,SEM_adstock,Radio_adstock,Other_adstock,Mean Temp (°C),Heat Deg Days (°C),Total Rain (mm),Total Snow (cm),Snow on Grnd (cm)
1,1,GamingAccessory,7758.0,5.555555555555555,1200.6666666666667,1.8888888888888888,3.6666666666666665,32.48762999923784,862.0,9.0,0,54.599588092376216,1177.0,17.06177544266784,0.010087698800970732,0.11866556051760166,0.34734058913108523,4.37039913140451e-05,0.06217974235622343,0.025637518542369335,0.23534806432653874,0.0,0.0,1,0.010087698800970732,0.11866556051760166,0.34734058913108523,4.37039913140451e-05,0.06217974235622343,0.025637518542369335,0.23534806432653874,0.0,0.0,19.36,0.1,0.0,0.0,0.0
4,2,GamingAccessory,763139.0,6.538880248833593,1027.6671850699845,2.1897356143079314,4.349144634525661,40.221891563593786,583.0116640746501,305.0,0,54.599588092374546,1177.0,17.06177544266763,0.010087698800970848,0.11866556051759929,0.34734058913108,4.370399131404424e-05,0.06217974235622245,0.025637518542368665,0.23534806432653896,0.0,0.0,0,0.018157857841747435,0.17799834077640012,0.5210108836966226,6.555598697106678e-05,0.0994875877699565,0.0282012703966056,0.28241767719184674,0.0,0.0,20.099999999999998,0.2833333333333333,4.416666666666667,0.0,0.0
7,3,GamingAccessory,783978.3591979076,5.873139158576052,855.3961165048544,2.283495145631068,3.589644012944984,46.216749687077915,494.61770821871045,328.0,1,54.59958809237426,1177.0,17.06177544266762,0.010087698800970919,0.11866556051759916,0.34734058913108246,4.3703991314044684e-05,0.06217974235622227,0.02563751854236853,0.23534806432654223,0.0,0.0,1,0.02461398507436887,0.20766473090579923,0.6078460309793938,7.648198479957808e-05,0.12187229501819617,0.02845764558202909,0.2918315997649116,0.0,0.0,23.183333333333334,0.0,1.4000000000000001,0.0,0.0
10,4,GamingAccessory,765301.0,6.0,1002.6968,2.0904,3.9096,39.750239194962596,599.2848,247.0,0,54.59958809237459,1177.0,17.061775442667635,0.010087698800970836,0.1186655605175993,0.34734058913108007,4.370399131404425e-05,0.062179742356222485,0.02563751854236869,0.2353480643265384,0.0,0.0,0,0.029778886860465932,0.22249792597049892,0.6512636046207769,8.194498371383329e-05,0.13530311936714018,0.028483283100571598,0.29371438427952073,0.0,0.0,23.06,0.0,0.9,0.0,0.0
13,5,GamingAccessory,551707.0,6.30035335689046,1047.5712603062427,2.136631330977621,4.163722025912839,41.4547175895516,630.7349823321555,135.0,0,54.599588092375406,1177.0,17.061775442667667,0.010087698800970631,0.11866556051759965,0.34734058913108057,4.370399131404444e-05,0.062179742356223006,0.025637518542369085,0.23534806432653696,0.0,0.0,0,0.033910808289343376,0.2299145235028491,0.672972391441469,8.467648317096109e-05,0.1433616139765071,0.028485846852426246,0.2940909411824411,0.0,0.0,24.566666666666663,0.0,4.633333333333334,0.0,0.0
16,6,GamingAccessory,1441.0,7.0,891.6666666666666,2.6666666666666665,4.333333333333333,56.27323656735422,480.3333333333333,1.0,0,59.987101024,1206.0,5.064306089216936,0.00030160814226834216,0.05987465823735751,0.049814518834786804,2.963170460554873e-07,0.006054780904706198,0.003451916108378574,0.11775270245581597,0.0,0.0,0,0.027430254773743043,0.17483191998878206,0.38630071455552134,4.263455863153603e-05,0.09207174929061045,0.006300500793621199,0.1765708906923042,0.0,0.0,21.65,0.0,0.27999999999999997,0.0,0.0
18,7,GamingAccessory,1322.0,5.0,1995.0,4.0,1.0,33.734335839599,1322.0,0.0,0,59.987101024,1206.0,5.064306089216936,0.00030160814226834216,0.05987465823735751,0.049814518834786804,2.963170460554873e-07,0.006054780904706198,0.0034519161083785737,0.11775270245581596,0.0,0.0,0,0.02224581196126278,0.14729061823174855,0.24296487611254747,2.16135963618235e-05,0.06129783047907246,0.004081966187740694,0.1530668805942768,0.0,0.0,23.95,0.0,2.9,0.0,0.0
19,8,GamingAccessory,359.0,3.0,699.0,3.0,0.0,48.640915593705294,359.0,0.0,0,59.987101024,1206.0,5.064306089216936,0.00030160814226834216,0.05987465823735751,0.049814518834786804,2.963170460554873e-07,0.006054780904706198,0.0034519161083785737,0.11775270245581596,0.0,0.0,0,0.018098257711278563,0.1335199673532318,0.17129695689106053,1.1103115226967238e-05,0.04283347919214968,0.003860112727152643,0.14836607857467132,0.0,0.0,23.45,0.0,5.133333333333334,0.0,0.0
20,9,GamingAccessory,614.0,6.5,674.5,3.5,3.0,41.89117689117689,307.0,0.0,1,59.987101024,1206.0,5.064306089216936,0.00030160814226834216,0.05987465823735751,0.049814518834786804,2.963170460554873e-07,0.006054780904706198,0.0034519161083785737,0.11775270245581596,0.0,0.0,0,0.014780214311291194,0.12663464191397342,0.13546299728031708,5.847874659539107e-06,0.031754868419996,0.003837927381093838,0.14742591817075024,0.0,0.0,20.25,0.75,0.0,0.0,0.0
22,10,GamingAccessory,577636.0,5.603827751196172,922.0,2.2842105263157895,3.319617224880383,42.569367652966115,537.0555023923445,179.0,0,47.012913210093835,1101.7033492822966,95.6435372652176,0.1805299405988434,0.0635254144615146,2.9220796690485815,0.028399191972323486,0.7622632082882476,0.23447263279186062,0.2893981372561584,0.0,0.0,1,0.19235411204787634,0.12684273541850133,2.9898111676887402,0.028402115909653258,0.7813161293402452,0.23485642552997,0.31888332089030846,0.0,0.0,24.46,0.0,10.1,0.0,0.0
