,week,product_analytic_sub_category,gmv,units,sla,product_mrp,product_procurement_sla,sla_diff,discount_percentage,gmv_per_unit,order_payment_type_Prepaid,special_sales,NPS,Stock Index,Total Investment,TV,Digital,Sponsorship,Content Marketing,Online marketing,Affiliates,SEM,Radio,Other,pay_day
22,10,GamingAccessory,577636.0,1098,5.603827751196172,922.0,2.2842105263157895,3.319617224880383,42.569367652966115,537.0555023923445,179.0,0,47.012913210093835,1101.7033492822966,95.6435372652176,0.1805299405988434,0.0635254144615146,2.9220796690485815,0.028399191972323486,0.7622632082882476,0.23447263279186062,0.2893981372561584,0.0,0.0,1
23,10,HomeAudio,479403.0,450,6.995535714285714,1653.919642857143,1.8303571428571428,5.165178571428571,33.92741757181884,1067.7075892857142,97.0,0,47.01288531005467,1101.703125,95.64373204921218,0.2591763757408517,0.09119957233492768,4.195060335671468,0.04077107459969381,1.0943371075435833,0.3366187640136999,0.41547177577717276,0.0,0.0,1
24,11,CameraAccessory,447470.0,799,6.204896907216495,1232.0257731958764,2.079896907216495,4.125,48.87845374463599,566.7087628865979,220.0,0,46.92541868726402,1101.0,96.25437986467198,0.2846235983123853,0.09952298138718614,4.6064777898622795,0.044774678796834944,1.2017340754498511,0.3696373560264301,0.4550267644795554,0.0,0.0,0
25,11,GamingAccessory,365568.0,653,5.95024077046549,979.4654895666132,2.260032102728732,3.6902086677367576,41.924073962146124,573.1187800963082,110.0,0,46.92541868726402,1101.0,96.25437986467286,0.1817453532454647,0.06355003420483743,2.941449472566331,0.0285907066829077,0.7673628797638791,0.23603057596794977,0.29055566909007247,0.0,0.0,0
26,11,HomeAudio,357437.0,326,6.620689655172414,1654.8996865203762,1.9843260188087775,4.636363636363637,30.96836331981649,1109.3291536050156,59.0,0,46.92541868726402,1101.0,96.25437986467276,0.2609207131026678,0.09123490612731114,4.222859513227307,0.04104593290887636,1.1016560600924146,0.338854694746519,0.41713304368563925,0.0,0.0,0
27,12,CameraAccessory,1096477.0,1949,6.6372703412073495,1163.4918635170604,2.1028871391076116,4.534383202099738,46.01050208713007,564.2146981627296,465.0,0,46.92541868726208,1101.0,96.25437986466825,0.2846235983123934,0.09952298138718808,4.606477789862116,0.04477467879683626,1.2017340754498738,0.3696373560264149,0.4550267644795787,0.0,0.0,1
28,12,GamingAccessory,950705.7510102331,1476,6.485935302390999,1101.2180028129396,2.20042194092827,4.285513361462729,41.187797817690026,657.488572748612,262.0,0,46.92541868726389,1101.0,96.25437986466912,0.18174535324546937,0.06355003420483742,2.9414494725664304,0.028590706682907658,0.7673628797638494,0.236030575967955,0.2905556690900672,0.0,0.0,1
29,12,HomeAudio,966148.0,883,7.3271889400921655,1690.5437788018432,1.9055299539170507,5.421658986175115,32.83319746585948,1106.0748847926268,189.0,0,46.92541868726402,1101.0,96.25437986467131,0.26092071310267134,0.09123490612731161,4.222859513227351,0.041045932908876454,1.1016560600924115,0.3388546947465207,0.4171330436856391,0.0,0.0,1
30,13,CameraAccessory,1061658.0,1842,6.636616583194213,1200.0740122426266,2.126321647189761,4.510294936004452,46.069403799978495,580.646633277685,430.0,0,46.9254186872624,1101.0,96.2543798646684,0.284623598312396,0.09952298138718761,4.606477789862077,0.04477467879683596,1.2017340754498615,0.36963735602641734,0.4550267644795767,0.0,0.0,0
31,13,GamingAccessory,973568.0,1695,6.3628536285362856,1107.9138991389914,2.1346863468634685,4.228167281672817,45.84389893468844,583.9145141451414,308.0,0,46.925418687263,1101.0,96.25437986466869,0.18174535324546648,0.06355003420483742,2.9414494725663882,0.028590706682907377,0.7673628797638461,0.2360305759679555,0.2905556690900655,0.0,0.0,0
32,13,HomeAudio,1223796.0,1176,7.17008547008547,1574.9700854700855,1.8811965811965812,5.288888888888889,32.903970134807764,1042.6324786324785,227.0,0,46.92541868726402,1101.0,96.25437986466986,0.260920713102673,0.09123490612731168,4.222859513227357,0.04104593290887723,1.101656060092411,0.3388546947465268,0.41713304368563514,0.0,0.0,0
33,14,CameraAccessory,1564973.0,3358,5.455012077294686,1474.5573671497584,2.0033212560386473,3.4516908212560384,61.957986539125166,466.96286231884056,547.0,0,45.85570379774781,1147.1407004830917,127.53773987075435,0.35497300126122866,0.44940395978308373,5.286145445698548,0.13278203406215083,1.4499309853315756,0.42974548913071386,1.253950802870025,0.0,0.0,1
34,14,GamingAccessory,978894.0,1618,6.217997465145754,1080.437896070976,2.259188846641318,3.958808618504436,43.95416801561814,611.6793409378961,230.0,0,45.51937805141497,1161.6476552598226,137.37344422983134,0.24079028955971368,0.3572085333676201,3.5119011291765396,0.10245613366606811,0.9756769538437762,0.2864799151570009,0.9611003644159619,0.0,0.0,1
35,14,HomeAudio,1172485.0,1038,7.2398452611218564,1744.298839458414,1.913926499032882,5.325918762088975,32.78099215466645,1131.3955512572534,214.0,0,45.47860861576044,1163.4061895551258,138.56572915110257,0.3481458280283102,0.5250468117247549,5.065568717663336,0.15016486435029558,1.4093914932469402,0.4133818207521513,1.4077063555322902,0.0,0.0,1
